Title;l1Num;QID;Labels
Question-Answer portals such as Naver and Yahoo! Answers are growing in popularity. However;1;[186165, 485639, 37093, 2472038, 1357284];['web portal', 'Naver', 'Yahoo', 'Answer', 'popularity']
In the domain of video content retrieval;1;[146481, 34508];['domain', 'video']
A common motivation for personalised search systems is the ability to disambiguate queries based on some knowledge of a user's interests. An analysis of log files from three search providers;1;[644302, 58778, 1347367, 11169, 9081, 170924, 278368, 7754, 949532, 16320113];['motivation', 'system', 'capability', 'question mark', 'knowledge', 'interest', 'user', 'mathematical analysis', 'logging file', 'The Search']
The Web today includes many pages intended to deceive search engines;1;[466, 130838, 361698, 19541];['World Wide Web', 'Today', 'page', 'search engine']
The world wide web contains rich textual contents that areinterconnected via complex hyperlinks. This huge database violates the assumption held by most of conventional statistical methods that each web page is considered as an independent and identical sample. It is thus difficult to apply traditional mining or learning methods for solving web mining problems;1;[466, 1260632, 102014, 8513, 29463760, 190686, 36774, 49906, 190686, 44497, 466];['World Wide Web', 'content', 'hyperlink', 'database', 'modeling assumption', 'subroutine', 'web page', 'sample', 'subroutine', 'mining', 'World Wide Web']
In this paper we formulate image retrieval by text query as a vector space classification problem. This is achieved by creating a high-dimensional visual vocabulary that represents the image documents in great detail. We show how the representation of these image documents enables the application of well known text retrieval techniques such as Rocchio tf-idf and naíve Bayes to the semantic image retrieval problem. We tested these methods on a Corel images subset and achieve state-of-the-art retrieval performance using the proposed methods.;1;[11472, 10927554, 11169, 4169, 324254, 478798, 15059449, 853614, 478798, 166142, 234460, 13917, 37490204, 478798, 190686, 478798, 35140, 7275, 735, 190686];['paper', 'image retrieval', 'question mark', 'outer space', 'ontology', 'image', 'Detail', 'identifier', 'image', 'application', 'text', 'Île-de-France', 'Bayes', 'image', 'subroutine', 'image', 'performance', 'state', 'art', 'subroutine']
Modern information retrieval (IR) test collections violate the completeness assumption of the Cranfield paradigm. In order to maximise the available resources;1;[27318, 816826, 11388, 15846555, 28643, 1473607, 1554231];['test', 'information retrieval', 'infrared radiation', 'completeness', 'paradigm', 'degree of a polynomial', 'resource']
Are sponsored links;1;[102014];['hyperlink']
How good is an IR test collection? A series of papers in recent years has addressed the question by empirically enumerating the consistency of performance comparisons using alternate subsets of the collection. In this paper we propose using Test Theory;1;[11388, 170198, 11472, 577, 189756, 5163219, 35140, 177646, 3052382, 11472, 7705812];['infrared radiation', 'series', 'paper', 'year', 'question', 'consistency', 'performance', 'subset', 'fonds', 'paper', 'Test theory']
Query suggestion aims to suggest relevant queries for a given query;1;[690194, 11169, 11169];['suggestion', 'question mark', 'question mark']
We are interested in retrieving information from speech data like broadcast news;1;[11028, 315, 1539062];['information', 'language', 'Broadcast News']
We describe a novel system for evaluating and performing stream-based text categorization. Stream-based text categorization considers the text being categorized as a stream of symbols;1;[58778, 912550, 912550, 234460, 47521, 80071];['system', 'categorization', 'categorization', 'text', 'stream', 'symbol']
Mailing list archives in an enterprise are a valuable source for employees to dig into the past proceedings of the organization that could be relevant to their present task. Going through the proceedings of discussions about certain topics might be cumbersome and regular search techniques might not work in this context due to the genre that the documents belong to. In this paper;1;[166118, 4830453, 128751, 13440398, 1143604, 43229, 759676, 1143604, 2751586, 21162272, 196626, 188451, 49848, 11472];['archives', 'business', 'source code', 'workforce', 'proceedings', 'organization', 'task', 'proceedings', 'resolution', 'means', 'context', 'music genre', 'document', 'paper']
Effective organization of search results is critical for improving the utility of any search engine. Clustering search results is an effective way to organize search results;1;[43229, 2995644, 1951366, 19541, 2995644, 17641254, 2995644];['organization', 'result', 'public utility', 'search engine', 'result', 'Andrew John Henry Way', 'result']
Those who want to conceal the content of their communications can do so by replacing words that might trigger attention. For example;1;[1260632, 11024, 625642, 6501338, 12335479];['content', 'communication', 'word', 'attention', 'template']
Test collections are most useful when they are reusable;1;[467402];['Test']
In this paper;1;[11472];['paper']
Collection size is an important feature to represent the content summaries of a collection;1;[4049983, 42139305, 1260632, 3052382];['cardinality', 'feature', 'content', 'fonds']
Due to its high popularity;1;[1357284];['popularity']
The central problem for many applications in Information Retrieval is ranking and learning to rank is considered as a promising approach for addressing the issue. Ranking SVM;1;[759676, 166142, 816826, 21162272, 86447, 7293290];['task', 'application', 'information retrieval', 'means', 'issue', 'Ranking SVM']
Much of human activity defines an information context. We awaken;1;[423220, 11028];['activity', 'information']
The inherent ambiguity of short keyword queries demands for enhanced methods for Web retrieval. In this paper we propose to improve such Web queries by expanding them with terms collected from each user's Personal Information Repository;1;[1140419, 1128340, 4402708, 190686, 466, 11472, 466, 1071233, 6031177, 278368];['ambiguity', 'index term', 'demand', 'subroutine', 'World Wide Web', 'paper', 'World Wide Web', 'terminal emulator', 'Information repository', 'user']
User query is an element that specifies an information need;1;[11169, 11344, 11028];['question mark', 'chemical element', 'information']
This paper presents a new perspective of the probability ranking principle (PRP) by defining retrieval effectiveness in terms of our novel expected rank measure of a set of documents for a particular query. This perspective is based on preserving decision preferences;1;[11472, 9049757, 211364, 613879, 1296024, 1071233, 8261, 56019, 36161, 49848, 11169, 20978643, 1416170];['paper', 'New Perspective', 'principle', 'platelet-rich plasma', 'effectiveness', 'terminal emulator', 'novel', 'military rank', 'set', 'document', 'question mark', 'point of view', 'preference']
Clustering algorithms have been widely used in information retrieval applications. However;1;[8366, 6031188];['algorithm', 'Information retrieval applications']
Current approaches to identifying definitional sentences in the context of Question Answering mainly involve the use of linguistic or syntactic patterns to identify informative nuggets. This is insufficient as they do not address the novelty factor that a definitional nugget must also possess. This paper proposes to address the deficiency by building a Human Interest Model from external knowledge. It is hoped that such a model will allow the computation of human interest in the sentence with respect to the topic. We compare and contrast our model with current definitional question answering models to show that interestingness plays an important factor in definitional question answering.;1;[21162272, 41796, 196626, 1074173, 7901733, 2083958, 162954, 760170, 3489980, 11472, 1139338, 849189, 9081, 486902, 12525525, 170924, 41796, 28510, 2751586, 486902, 486902, 760170, 189756];['means', 'sentence', 'context', 'question answering', 'Use', 'pattern', 'Denver Nuggets', 'enumerated type', 'The Nugget', 'paper', 'Ex nihilo', 'Human', 'knowledge', 'mathematical model', 'computation', 'interest', 'sentence', 'respect', 'resolution', 'mathematical model', 'mathematical model', 'enumerated type', 'question']
Tokenization is a fundamental preprocessing step in Information Retrieval systems in which text is turned into index terms. This paper quantifies and compares the influence of various simple tokenization techniques on document retrieval effectiveness in two domains: biomedicine and news. As expected;1;[17086007, 17525443, 121182, 234460, 1128340, 11472, 7741996, 17086007, 49848, 146481, 864601, 38926];['tokenization', 'middle', 'information system', 'text', 'index term', 'paper', 'The Influence', 'tokenization', 'document', 'domain', 'biomedicine', 'news']
The presentation of query biased document snippets as part of results pages presented by search engines has become an expectation of search engine users. In this paper we explore the algorithms and data structures required as part of a search engine to allow efficient generation of query biased snippets. We begin by proposing and analysing a document compression method that reduces snippet generation time by 58% over a baseline using the zlib compression library. These experiments reveal that finding documents on secondary storage dominates the total cost of generating snippets;1;[604733, 11169, 49848, 7401, 361698, 19541, 1362683, 278368, 11472, 8366, 42848, 7401, 19541, 213381, 1120538, 11169, 2493, 11471, 11229, 201610, 2493, 101965, 49848, 66221, 1289588, 1120538];['presentation', 'question mark', 'document', 'part', 'page', 'search engine', 'expectation', 'user', 'paper', 'algorithm', 'data', 'part', 'search engine', 'generation', 'snippet', 'question mark', 'data compression', 'time', 'percent', 'status quo', 'data compression', 'experiment', 'document', 'computer data storage', 'Total cost', 'snippet']
Many online news/blog aggregators like Google;1;[30849, 95];['blog', 'Google']
The paper describes a maximum entropy based story segmentation system for Arabic;1;[11472, 58778];['paper', 'system']
This paper examines a new approach to information distillation over temporally ordered documents;1;[11472, 3875179, 11028, 49848];['paper', 'New Approach', 'information', 'document']
This paper presents a novel online video recommendation system called VideoReach;1;[11472, 58778];['paper', 'system']
We present a novel Web search interaction feature which;1;[466];['World Wide Web']
A (page or web) snippet is document excerpts allowing a user to understand if a document is indeed relevant without accessing it. This paper proposes an effective snippet generation method. The pseudo relevance feedback technique and text summarization techniques are applied to salient sentences extraction for generating good quality snippets. In the experimental results;1;[1120538, 361698, 466, 49848, 278368, 49848, 11472, 190686, 2598033, 234460, 844704, 185957, 2995644];['snippet', 'page', 'World Wide Web', 'document', 'user', 'document', 'paper', 'subroutine', 'pseudo-', 'text', 'extraction', 'quality', 'result']
In structured information retrieval;1;[816826];['information retrieval']
Identifying redundant information in sentences is useful for several applications such as summarization;1;[11028, 41796, 166142, 1394144];['information', 'sentence', 'application', 'automatic summarization']
New Event Detection (NED) aims at detecting from one or multiple streams of news stories that which one is reported on a new event (i.e. not reported previously). With the overwhelming volume of news available today;1;[14754876, 55, 47521, 38926, 199, 10290214, 39297, 38926, 130838];['New', 'Netherlands', 'stream', 'news', '1', 'event', 'volume', 'news', 'Today']
Geographic information retrieval (GIR) systems allow users to specify a geographic context;1;[58778, 5535057, 18035920, 278368, 196626];['system', 'Geographic information retrieval', 'GPR83', 'user', 'context']
This poster focuses on the study of term context dependence in the application of sentence retrieval. Based on Markov Random Field (MRF);1;[429785, 28106657, 12029, 166142, 41796, 176827, 176827];['poster', 'model sheet', 'addiction', 'application', 'sentence', 'Markov random field', 'Markov random field']
"A web page may be relevant to multiple topics; even when nominally on a single topic";1;[36774, 2751586, 2751586];['web page', 'resolution', 'resolution']
We introduce a new relevance scoring technique that enhances existing relevance scoring schemes with term position information. This technique uses chronological term rank (CTR) which captures the positions of terms as they occur in the sequence of words in a document. CTR is both conceptually and computationally simple when compared to other approaches that use document structure information;1;[21162272, 1074648, 959962, 11028, 21162272, 56019, 834872, 11488158, 1071233, 133250, 625642, 49848, 834872, 21162272, 11028];['means', 'Relevance', 'diagram', 'information', 'means', 'military rank', 'Crash Team Racing', 'corporate title', 'terminal emulator', 'sequence', 'word', 'document', 'Crash Team Racing', 'means', 'information']
We describe a preliminary analysis of queries created by 81 users for 4 topics from the TREC Robust Track. Our goal was to explore the potential benefits of using queries created by multiple users on retrieval performance for difficult topics. We first examine the overlap in users' queries and the overlap in results with respect to different queries for the same topic. We then explore the potential benefits of combining users' queries in various ways. Our results provide some evidence that having access to multiple users' queries can improve retrieval for individual searchers and for difficult topics.;1;[7754, 11169, 278368, 2751586, 3213250, 4503831, 2383321, 11169, 278368, 35140, 2751586, 5159092, 11169, 278368, 5159092, 2995644, 28510, 11169, 2751586, 2383321, 11169, 278368, 17641254, 2995644, 1347572, 1200690, 11169, 278368, 27590475, 276769, 2751586];['mathematical analysis', 'question mark', 'user', 'resolution', 'The Track', 'goal', 'yield', 'question mark', 'user', 'performance', 'resolution', 'concurrency', 'question mark', 'user', 'concurrency', 'result', 'respect', 'question mark', 'resolution', 'yield', 'question mark', 'user', 'Andrew John Henry Way', 'result', 'evidence', 'Access', 'question mark', 'user', 'The Retrieval', 'The Searchers', 'resolution']
We are developing support for creativity in learning through information discovery and exploratory search. Users engage in creative tasks;1;[1136376, 170658, 6031053, 5421358, 7771841, 759676];['support', 'creativity', 'information discovery', 'Exploratory search', 'The Users', 'task']
We investigate the difficult problem of matching semi-structured resumes and jobs in a large scale real-world collection. We compare standard approaches to Structured Relevance Models (SRM);1;[759676, 950511, 192581, 16502, 21162272, 1074648, 4107232];['task', 'résumé', 'job', 'world', 'means', 'Relevance', 'switched reluctance motor']
Temporal and spatial information in text documents is often expressed in a qualitative way. Moreover;1;[11028, 49848, 17641254];['information', 'document', 'Andrew John Henry Way']
This paper describes a large-scale evaluation of the effectiveness of HITS in comparison with other link-based ranking algorithms;1;[11472, 179651, 1296024, 1598365, 577714, 8366];['paper', 'scale', 'effectiveness', 'heparin-induced thrombocytopenia', 'comparison', 'algorithm']
Term dependency;1;[161243];['dependent territory']
We propose a language-model-based approach for addressing the performance robustness problem -- with respect to free-parameters' values -- of pseudo-feedback-based query-expansion methods. Given a query;1;[21162272, 35140, 28510, 194112, 1413083, 190686, 11169];['means', 'performance', 'respect', 'value', 'parameter', 'subroutine', 'question mark']
This paper presents a new management method for morphological variation of keywords. The method is called FCG;1;[11472, 190686, 214981, 1128340, 190686, 345538];['paper', 'subroutine', 'variation', 'index term', 'subroutine', 'Calouste Gulbenkian']
This poster investigates a novel query suggestion technique that selects query refinements through a combination of many users' post-query navigation patterns and the query logs of a large search engine. We compare this technique;1;[429785, 690194, 11169, 202805, 102066, 278368, 11197, 19541, 21162272];['poster', 'suggestion', 'question mark', 'combination', 'navigation', 'user', 'logarithm', 'search engine', 'means']
Many information sources contain information that can only be accessed through search-specific search engines. Federated search provides search solutions of this type of hidden information that cannot be searched by conventional search engines. In many scenarios of federated search;1;[3523102, 11028, 19541, 5440717, 5447188, 190087, 11028, 19541, 103076, 5440717];['information source', 'information', 'search engine', 'federated search', 'solution', 'data type', 'information', 'search engine', 'screenplay', 'federated search']
In the proposed PhD thesis;1;[187685];['doctoral thesis']
In this paper we present a novel filtering system;1;[11472, 58778];['paper', 'system']
This paper presents a study of incorporating domain-specific knowledge (i.e.;1;[11472, 28106657, 9081];['paper', 'model sheet', 'knowledge']
We describe a technique to automatically classify a web page into an existing bookmark category to help a user to bookmark a page. HyperBK compares a bag-of-words representation of the page to descriptions of categories in the user's bookmark file. Unlike default web browser dialog boxes in which the user may be presented with the category into which he or she saved the last bookmarked file;1;[21162272, 36774, 719395, 278368, 361698, 853614, 1323314, 625642, 361698, 1200750, 719395, 82753, 278368, 86915, 278368, 719395, 82753];['means', 'web page', 'category', 'user', 'page', 'identifier', 'bag', 'word', 'page', 'description', 'category', 'computer file', 'user', 'dialog box', 'user', 'category', 'computer file']
This research explores the relationship between Information Retrieval (IR) systems' effectiveness and users' performance (accuracy and speed) and their satisfaction with the retrieved results (precision of the results;1;[42240, 223642, 1296024, 58778, 816826, 11388, 35140, 278368, 272035, 3711325, 203994, 2995644, 19352408, 2995644];['research', 'interpersonal relationship', 'effectiveness', 'system', 'information retrieval', 'infrared radiation', 'performance', 'user', 'accuracy and precision', 'speed', 'euphoria', 'result', 'precision', 'result']
Many variants of language models have been proposed for information retrieval. Most existing models are based on multinomial distribution and would score documents based on query likelihood computed based on a query generation probabilistic model. In this paper;1;[362031, 3621696, 816826, 486902, 1147928, 49848, 11169, 486902, 213381, 11472];['variance', 'language model', 'information retrieval', 'mathematical model', 'multinomial distribution', 'document', 'question mark', 'mathematical model', 'generation', 'paper']
One way to help all users of commercial Web search engines be more successful in their searches is to better understand what those users with greater search expertise are doing;1;[17641254, 278368, 4182287, 16320113, 278368, 16320113];['Andrew John Henry Way', 'user', 'web search engine', 'The Search', 'user', 'The Search']
In this paper we study the trade-offs in designing efficient caching systems for Web search engines. We explore the impact of different approaches;1;[11472, 601401, 58778, 4182287, 4115667, 4656436];['paper', 'trade', 'system', 'web search engine', 'impact', 'A Different Approach']
It is often argued that in information extraction (IE);1;[1662562];['information extraction']
For enterprise search;1;[1344700];['Enterprise search']
We consider the problem of analyzing word trajectories in both time and frequency domains;1;[759676, 625642, 146481, 11471, 11652];['task', 'word', 'domain', 'time', 'frequency']
Many studies focus on the Web;1;[28106657, 466];['model sheet', 'World Wide Web']
We define a method to estimate the random and systematic errors resulting from incomplete relevance assessments.Mean Average Precision (MAP) computed over a large number of topics with a shallow assessment pool substantially outperforms -- for the same adjudication effort MAP computed over fewer topics with deeper pools;1;[190686, 29485, 27318, 254860, 635384, 1816844, 2751586, 27318, 357789, 635384, 2751586, 3253281];['subroutine', 'error', 'test', 'Precision', 'maximum a posteriori estimation', 'large number', 'resolution', 'test', 'adjudication', 'maximum a posteriori estimation', 'resolution', 'pond']
We propose an approach QRRS (Query Relaxative Ranking SVM) that divides a ranking function into different relaxation steps;1;[21162272, 282453, 7293293, 900475];['means', 'support vector machine', 'ranking function', 'relaxation']
In this paper;1;[11472];['paper']
Per-query relevance measures provide standardized;1;[192276, 11169];['measure', 'question mark']
Focused structured document retrieval employs the concept of best entry point (BEP);1;[1638872, 151885, 2005914, 506659];['document retrieval', 'concept', 'entry point', 'prostatic hypertrophy']
In real world use of test collection methods;1;[16502, 190686];['world', 'subroutine']
Many server selection methods suitable for distributed information retrieval applications rely;1;[44127];['server']
To facilitate the search for relevant information across a setof online distributed collections;1;[16320113, 11028, 3052382];['The Search', 'information', 'fonds']
Consensus clustering is the task of deriving a single labeling by applying a consensus function on a cluster ensemble. This work introduces BordaConsensus;1;[2994424, 759676, 6466900, 11348, 206637, 42213];['consensus', 'task', 'cartographic labeling', 'function', 'computer cluster', 'work']
Traditional text classification studied in the IR literature is mainly based on topics. That is;1;[234460, 11388, 2751586];['text', 'infrared radiation', 'resolution']
We investigate the diverse goals that people have when they issue the same query to a search engine;1;[4503831, 5, 11169, 19541];['goal', 'human', 'question mark', 'search engine']
The class imbalance problem has been known to hinder the learning performance of classification algorithms. Various real-world classification tasks such as text categorization suffer from this phenomenon. We demonstrate that active learning is capable of solving the problem.;1;[4479242, 35140, 8366, 16502, 912550, 483247, 1542052, 759676];['class', 'performance', 'algorithm', 'world', 'categorization', 'phenomenon', 'active learning', 'task']
A content-based personalized recommendation system learns user specific profiles from user feedback so that it can deliver information tailored to each individual user's interest. A system serving millions of users can learn a better user profile for a new user;1;[554950, 5117123, 278368, 183635, 11028, 170924, 278368, 58778, 38526, 278368, 252500, 278368];['recommender system', 'profile', 'user', 'feedback', 'information', 'interest', 'user', 'system', '1,000,000', 'user', 'user profile', 'user']
We present Confluence;1;[1125400];['Confluence']
This paper presents an experimental study of users assessing the quality of Google web search results. In particular we look at how users' satisfaction correlates with the effectiveness of Google as quantified by IR measures such as precision and the suite of Cumulative Gain measures (CG;1;[11472, 28106657, 278368, 185957, 95, 203994, 278368, 1296024, 95, 11388, 19352408, 203005, 192276, 7600677];['paper', 'model sheet', 'user', 'quality', 'Google', 'euphoria', 'user', 'effectiveness', 'Google', 'infrared radiation', 'precision', 'suite', 'measure', 'computer graphics']
We consider the problem of duplicate document detection for search evaluation. Given a query and a small number of web results for that query;1;[759676, 49848, 27318, 11169, 11563, 466, 11169];['task', 'document', 'test', 'question mark', 'number', 'World Wide Web', 'question mark']
Web search engines present lists of captions;1;[4182287, 27948, 5036909];['web search engine', 'list', 'Caption']
There has been increased interest in the use of simulated queries for evaluation and estimation purposes in Information Retrieval. However;1;[170924, 7901733, 11169, 706622, 27318, 37113960, 816826];['interest', 'Use', 'question mark', 'intention', 'test', 'estimate', 'information retrieval']
Using Saracevic's relevance types;1;[190087];['data type']
Opinion holder extraction research is important for discriminating between opinions that are viewed from different perspectives. In this paper;1;[42240, 3962655, 19601373, 11472];['research', 'opinion', 'Different Perspectives', 'paper']
Hash-based similarity search reduces a continuous similarity relation to the binary concept similar or not similar: two feature vectors are considered as similar if they are mapped on the same hash key. From its runtime performance this principle is unequaled--while being unaffected by dimensionality concerns at the same time. Similarity hashing is applied with great success for near similarity search in large document collections;1;[608751, 7517809, 151885, 44528, 175743, 35140, 211364, 4440864, 11471, 254465, 50000, 608751, 49848];['nearest neighbor search', 'Similarity relation', 'concept', 'Euclidean vector', '#', 'performance', 'principle', 'dimension', 'time', 'similarity', 'victory', 'nearest neighbor search', 'document']
Graphical models have been applied to various information retrieval and natural language processing tasks in the recent literature. In this paper;1;[1143367, 816826, 315, 8242, 11472];['graphical model', 'information retrieval', 'language', 'literature', 'paper']
Collection selection;1;[1954593];['The Collection']
Expertise retrieval has been largely unexplored on data other than the W3C collection. At the same time;1;[27590475, 42848, 11471];['The Retrieval', 'data', 'time']
Relevance judgments are used to compare text retrieval systems. Given a collection of documents and queries;1;[12621536, 58778, 3052382, 49848, 11169];['judgment', 'system', 'fonds', 'document', 'question mark']
This poster describes a potential problem with a relatively well used measure in Information Retrieval research: Kendall's Tau rank correlation coefficient. The coefficient is best known for its use in determining the similarity of test collections when ranking sets of retrieval runs. Threshold values for the coefficient have been defined and used in a number of published studies in information retrieval. However;1;[41690, 429785, 759676, 192276, 42240, 2361035, 50700, 7901733, 254465, 27318, 526719, 36161, 1210151, 194112, 50700, 11563, 28106657, 816826];['golden ratio', 'poster', 'task', 'measure', 'research', 'Kendall', 'coefficient', 'Use', 'similarity', 'test', 'ranking', 'set', 'run', 'value', 'coefficient', 'number', 'model sheet', 'information retrieval']
This paper reports on an experiment comparing the retrieval effectiveness of an interactive information retrieval (IIR) system which adapts to support different information seeking strategies;1;[11472, 101965, 1296024, 58778, 816826, 11028, 185451];['paper', 'experiment', 'effectiveness', 'system', 'information retrieval', 'information', 'strategy']
Relevance feedback is a powerful technique to enhance Content-Based Image Retrieval (CBIR) performance. It solicits the user's relevance judgments on the retrieved images returned by the CBIR systems. The user's labeling is then used to learn a classifier to distinguish between relevant and irrelevant images. However;1;[445558, 21162272, 35140, 10927554, 1128648, 12621536, 278368, 478798, 58778, 6466900, 278368, 63153, 478798];['relevance feedback', 'means', 'performance', 'image retrieval', 'content-based image retrieval', 'judgment', 'user', 'image', 'system', 'cartographic labeling', 'user', 'classifier', 'image']
The task of finding people who are experts on a topic has recently received increased attention. We introduce a different expert finding task for which a small number of example experts is given (instead of a natural language query);1;[759676, 5, 381160, 2751586, 6501338, 381160, 759676, 381160, 11563, 12335479, 315];['task', 'human', 'expert', 'resolution', 'attention', 'expert', 'task', 'expert', 'number', 'template', 'language']
This paper introduces a locality discriminating indexing (LDI) algorithm for document classification. Based on the hypothesis that samples from different classes reside in class-specific manifold structures;1;[11472, 1661153, 8366, 3612951, 302088, 41719, 49906, 771579, 6671777];['paper', 'Indexing', 'algorithm', 'Lindi Airport', 'document classification', 'hypothesis', 'sample', 'Different Class', 'structure']
Personal Information Management (PIM) is a rapidly growing area of research concerned with how people store;1;[1081067, 782752, 11500, 42240, 5];['personal information management', 'Protocol Independent Multicast', 'area', 'research', 'human']
Spam is a key problem in electronic communication;1;[606132, 759676, 11024];['Spam', 'task', 'communication']
Web spam can significantly deteriorate the quality of search engine results. Thus there is a large incentive for commercial search engines to detect spam pages efficiently and accurately. In this paper we present a spam detection system that combines link-based and content-based features;1;[466, 185957, 2995644, 1414816, 19541, 83058, 11472, 58778, 42139305];['World Wide Web', 'quality', 'result', 'incentive', 'search engine', 'electronic spam', 'paper', 'system', 'feature']
Topical classification of web queries has drawn recent interest because of the promise it offers in improving retrieval effectiveness and efficiency. However;1;[5128386, 466, 170924, 1426138, 1296024, 1034411];['classification', 'World Wide Web', 'interest', 'future', 'effectiveness', 'efficiency']
Low-cost methods for acquiring relevance judgments can be a boon to researchers who need to evaluate new retrieval tasks or topics but do not have the resources to make thousands of judgments. While these judgments are very useful for a one-time evaluation;1;[190686, 12621536, 4943558, 1650915, 759676, 2751586, 1554231, 43016, 12621536, 12621536, 11471];['subroutine', 'judgment', 'Boon', 'researcher', 'task', 'resolution', 'resource', '1000', 'judgment', 'judgment', 'time']
A methodology based on information nuggets has recently emerged as the de facto standard by which answers to complex questions are evaluated. After several implementations in the TREC question answering tracks;1;[185698, 11028, 399495, 189756, 245962, 189756, 3312129];['methodology', 'information', 'standard language', 'question', 'implementation', 'question', 'track and field']
This work presents a flexible XML selection language;1;[42213, 2115];['work', 'Extensible Markup Language']
We consider the problem of approximating the PageRank of a target node using only local information provided by a link server. We prove that local approximation of PageRank is feasible if and only if the graph has low in-degree and admits fast PageRank convergence. While natural graphs;1;[759676, 184316, 173106, 11028, 44127, 27058, 184316, 17514, 189533, 184316, 17514];['task', 'PageRank', 'network node', 'information', 'server', 'approximation', 'PageRank', 'graffiti', 'academic degree', 'PageRank', 'graffiti']
Search personalization has been pursued in many ways;1;[1000371, 17641254];['personalization', 'Andrew John Henry Way']
We address the task of separating personal from non-personal blogs;1;[759676, 30849];['task', 'blog']
Previous work on term dependency has not taken into account semantic information underlying query phrases. In this work;1;[42213, 161243, 11028, 5190563, 11169, 42213];['work', 'dependent territory', 'information', 'accountability', 'question mark', 'work']
With the prevalence of recording devices and the ease of media sharing;1;[719602, 3966, 19571551, 459221];['prevalence', 'computer hardware', 'ease', 'sharing']
Traditional information retrieval models assume that users express their information needs via text queries (i.e.;1;[11028, 278368, 2899888, 234460];['information', 'user', 'information need', 'text']
Address geocoding;1;[1346408];['geocoding']
Personalized search is a promising way to better serve different users' information needs. Search history is one of the major information sources for search personalization. We investigated the impact of history length on the effectiveness of personalized ranking. We carried out task-based user study for Web search;1;[7170667, 17641254, 2899888, 278368, 309, 3523102, 1000371, 4115667, 309, 1296024, 526719, 278368, 466];['Personalized search', 'Andrew John Henry Way', 'information need', 'user', 'history', 'information source', 'personalization', 'impact', 'history', 'effectiveness', 'ranking', 'user', 'World Wide Web']
In this paper we explore the use of parsimonious language models for web retrieval. These models are smaller thus more efficient than the standard language models and are therefore well suited for large-scale web retrieval. We have conducted experiments on four TREC topic sets;1;[11472, 7901733, 3621696, 466, 486902, 3621696, 466, 101965, 2751586];['paper', 'Use', 'language model', 'World Wide Web', 'mathematical model', 'language model', 'World Wide Web', 'experiment', 'resolution']
This paper describes a method to automatically acquire query translation pairs by mining web click-through data. The extraction requires no crawling or Chinese words segmentation;1;[11472, 190686, 11169, 42848, 844704, 1411725, 625642, 1423946];['paper', 'subroutine', 'question mark', 'data', 'extraction', 'crawling', 'word', 'segmentation']
We examine the effect of incorporating gaze-based attention feedback from the user on personalizing the search process. Employing eye tracking data;1;[2995644, 183635, 278368, 205663, 42848];['result', 'feedback', 'user', 'process', 'data']
We present a novel Web Image Semantic Analysis (WISA) system;1;[58778, 7449025, 466, 7950894];['system', 'Semantic Analysis', 'World Wide Web', 'WISA']
We demonstrate that regularization can improve feedback in a language modeling framework.;1;[2061913, 183635, 315];['regularization', 'feedback', 'language']
Motivated by our work with political scientists who need to manually analyze large Web archives of news sites;1;[42213, 901, 7978505, 35127];['work', 'scientist', 'Web ARChive', 'website']
In this paper;1;[11472];['paper']
We describe a method for applying parsimonious language models to re-estimate the term probabilities assigned by relevance models. We apply our method to six topic sets from test collections in five different genres. Our parsimonious relevance models (i) improve retrieval effectiveness in terms of MAP on all collections;1;[190686, 3621696, 1071233, 486902, 190686, 36161, 27318, 188451, 486902, 729138, 1296024, 1071233, 635384, 3052382];['subroutine', 'language model', 'terminal emulator', 'mathematical model', 'subroutine', 'set', 'test', 'music genre', 'mathematical model', 'integer data type', 'effectiveness', 'terminal emulator', 'maximum a posteriori estimation', 'fonds']
We introduce a novel approach to expert finding based on multi-step relevance propagation from documents to related candidates. Relevance propagation is modeled with an absorbing random walk. The evaluation on the two official Enterprise TREC data sets demonstrates the advantage of our method over the state-of-the-art method based on one-step propagation.;1;[21162272, 381160, 1074648, 49848, 618536, 1074648, 856741, 27318, 369987, 4686406, 190686, 190686, 7275, 735, 17525443];['means', 'expert', 'Relevance', 'document', 'candidate', 'Relevance', 'random walk', 'test', 'USS Enterprise', 'advantage', 'subroutine', 'subroutine', 'state', 'art', 'middle']
Designing effective ranking functions is a core problem for information retrieval and Web search since the ranking functions directly impact the relevance of the search results. The problem has been the focus of much of the research at the intersection of Web search and machine learning;1;[7293293, 839647, 816826, 466, 7293293, 1074648, 2995644, 759676, 190909, 42240, 185837, 466, 2539];['ranking function', 'magnetic-core memory', 'information retrieval', 'World Wide Web', 'ranking function', 'Relevance', 'result', 'task', 'focus', 'research', 'intersection', 'World Wide Web', 'machine learning']
Bug locating usually involves intensive search activities and incurs unpredictable cost of labor and time. An issue of information retrieval on bug locations is particularly addressed to facilitate identifying bugs from software code. In this paper;1;[1002251, 61788060, 240673, 14536140, 11471, 86447, 816826, 1390, 1390, 7397, 11472];['Bug', 'human activity', 'cost', 'exertion', 'time', 'issue', 'information retrieval', 'insect', 'insect', 'software', 'paper']
We investigate a representative case of sudden information need change of Web users. By analyzing search engine query logs;1;[8188561, 11028, 3090589, 466, 11169];['letter case', 'information', 'Change.org', 'World Wide Web', 'question mark']
There has been recent interest in collecting user or assessor preferences;1;[170924, 278368, 1416170];['interest', 'user', 'preference']
